Transcript	150904CM018-B_al_sorted.bam	150904CM018-W_al_sorted.bam	150904CM763-B_al_sorted.bam	150904CM763-W_al_sorted.bam	150904CM764-B_al_sorted.bam
CNAG_02180T0	38	1058.0	2469.0	84.0	585.0
CNAG_02181T0	12	743.0	968.0	54.0	163.0
CNAG_02182T0	411	39765.0	13859.0	1329.0	4197.0
CNAG_02183T0	50	2100.0	1387.0	102.0	323.0
CNAG_02185T0	2	119.0	583.0	13.0	76.0
CNAG_02186T0	2	170.0	250.0	29.0	31.0
CNAG_02187T0	13	861.0	1010.0	61.0	225.0
CNAG_02188T0	29	1135.0	2405.0	39.0	682.0
CNAG_02189T0	58	4353.0	1896.0	202.0	581.0
CNAG_02190T0	6	280.0	348.0	17.0	58.0
CNAG_02191T0	11	348.0	737.0	26.0	134.0
CNAG_02193T0	4	179.0	253.0	19.0	23.0
CNAG_02194T0	13	461.0	1245.0	54.0	204.0
CNAG_02196T0	11	694.0	806.0	74.0	121.0
CNAG_02197T0	15	1258.0	962.0	94.0	166.0
CNAG_02198T0	13	263.0	531.0	25.0	72.0
CNAG_02199T0	19	541.0	1244.0	27.0	250.0
CNAG_02200T0	24	3272.0	1204.0	134.0	211.0
CNAG_02201T0	49	4124.0	2071.0	125.0	431.0
CNAG_02202T0	10	1271.0	814.0	214.0	107.0
CNAG_02203T0	36	1375.0	3072.0	66.0	710.0
CNAG_02203T1	36	1375.0	3072.0	66.0	710.0
CNAG_02204T0	4	777.0	313.0	80.0	37.0
CNAG_02205T0	16	385.0	998.0	35.0	166.0
CNAG_02205T1	9	307.0	694.0	32.0	110.0
CNAG_02206T0	3	328.0	144.0	24.0	23.0
CNAG_02206T1	3	328.0	144.0	24.0	23.0
CNAG_02207T0	6	259.0	482.0	24.0	75.0
CNAG_02208T0	59	2244.0	1914.0	173.0	313.0
CNAG_02209T0	28	1942.0	638.0	185.0	113.0
CNAG_02210T0	19	1095.0	1136.0	73.0	232.0
CNAG_02211T0	15	1627.0	1015.0	65.0	333.0
CNAG_02212T0	94	7447.0	2151.0	554.0	448.0
CNAG_02213T0	27	2238.0	2673.0	167.0	582.0
CNAG_02214T0	8	318.0	577.0	18.0	158.0
CNAG_02215T0	8	245.0	488.0	13.0	124.0
CNAG_02215T1	8	245.0	488.0	13.0	124.0
CNAG_02216T0	105	2908.0	5499.0	141.0	1334.0
CNAG_02217T0	5	84.0	476.0	8.0	80.0
CNAG_02218T0	7	415.0	681.0	31.0	138.0
CNAG_02219T0	38	1475.0	2491.0	76.0	565.0
CNAG_02220T0	18	176.0	716.0	23.0	119.0
CNAG_02221T0	7	705.0	983.0	44.0	182.0
CNAG_02222T0	20	2194.0	1375.0	113.0	306.0
CNAG_02223T0	81	1607.0	4846.0	90.0	1002.0
CNAG_02224T0	6	277.0	258.0	17.0	48.0
CNAG_02224T1	6	277.0	258.0	17.0	48.0
CNAG_02225T0	4	403.0	360.0	7.0	66.0
CNAG_02226T0	38	2453.0	2855.0	56.0	834.0
CNAG_02227T0	5	303.0	542.0	32.0	144.0
CNAG_02228T0	4	402.0	305.0	28.0	54.0
CNAG_02228T1	4	402.0	305.0	28.0	54.0
CNAG_02229T0	23	753.0	1574.0	71.0	180.0
CNAG_02229T1	23	753.0	1574.0	71.0	180.0
CNAG_02230T0	559	23709.0	46503.0	1308.0	11176.0
CNAG_02231T0	38	1277.0	2717.0	80.0	953.0
CNAG_02232T0	19	1118.0	2200.0	90.0	333.0
CNAG_02233T0	80	1464.0	8078.0	108.0	1483.0
CNAG_02234T0	160	20232.0	5646.0	2927.0	974.0
CNAG_02235T0	6	940.0	809.0	98.0	110.0
CNAG_02236T0	75	1105.0	3276.0	141.0	514.0
CNAG_02237T0	143	5967.0	11614.0	413.0	2254.0
CNAG_02238T0	14	1014.0	1244.0	58.0	234.0
CNAG_02239T0	47	2452.0	3889.0	193.0	721.0
CNAG_02240T0	68	1805.0	7591.0	169.0	1464.0
CNAG_02254T0	1	60.0	360.0	1.0	54.0
CNAG_02257T0	80	8604.0	4641.0	933.0	670.0
CNAG_02258T0	32	612.0	3637.0	67.0	611.0
CNAG_02258T1	32	612.0	3637.0	67.0	611.0
CNAG_02259T0	8	569.0	691.0	59.0	94.0
CNAG_02260T0	12	460.0	1763.0	64.0	270.0
CNAG_02261T0	24	1147.0	3396.0	136.0	604.0
CNAG_02262T0	151	3171.0	12250.0	158.0	2713.0
CNAG_02263T0	178	12041.0	12843.0	722.0	3155.0
CNAG_02264T0	15	137.0	518.0	7.0	127.0
CNAG_02264T1	15	137.0	518.0	7.0	127.0
CNAG_02265T0	52	1358.0	3392.0	125.0	635.0
CNAG_02266T0	52	3879.0	2361.0	303.0	472.0
CNAG_02267T0	13	1001.0	1069.0	80.0	123.0
CNAG_02268T0	4	323.0	373.0	25.0	43.0
CNAG_02269T0	26	1212.0	1777.0	88.0	253.0
CNAG_02270T0	2	296.0	194.0	21.0	35.0
CNAG_02280T0	3	654.0	482.0	61.0	78.0
CNAG_02281T0	11	757.0	1220.0	58.0	231.0
CNAG_02281T1	11	757.0	1220.0	58.0	231.0
CNAG_02281T2	11	757.0	1220.0	58.0	231.0
CNAG_02282T0	34	1186.0	2675.0	71.0	640.0
CNAG_02282T1	34	1186.0	2675.0	71.0	640.0
CNAG_02283T0	12	566.0	1057.0	21.0	204.0
CNAG_02284T0	9	253.0	524.0	9.0	106.0
CNAG_02285T0	45	8000.0	2028.0	1460.0	282.0
CNAG_02286T0	22	547.0	1099.0	45.0	186.0
CNAG_02287T0	2	314.0	163.0	19.0	21.0
CNAG_02288T0	5	202.0	506.0	7.0	105.0
CNAG_02289T0	7	544.0	1428.0	38.0	243.0
CNAG_02290T0	10	880.0	1405.0	68.0	202.0
CNAG_02291T0	4	242.0	156.0	31.0	35.0
CNAG_02292T0	25	2245.0	767.0	217.0	118.0
CNAG_02293T0	7	397.0	1011.0	44.0	163.0
CNAG_02293T1	7	398.0	1070.0	45.0	172.0
CNAG_02294T0	26	2216.0	525.0	153.0	122.0
CNAG_02295T0	3	209.0	284.0	7.0	51.0
CNAG_02296T0	9	801.0	512.0	50.0	67.0
CNAG_02297T0	8	410.0	866.0	21.0	172.0
CNAG_02298T0	58	2774.0	2564.0	109.0	560.0
CNAG_02299T0	15	304.0	1417.0	22.0	179.0
CNAG_02300T0	123	8442.0	1301.0	438.0	394.0
CNAG_02301T0	24	1644.0	1327.0	154.0	214.0
CNAG_02302T0	1	35.0	126.0	4.0	14.0
CNAG_02302T1	1	35.0	126.0	4.0	14.0
CNAG_02303T0	28	1215.0	2611.0	97.0	500.0
CNAG_02304T0	3	310.0	312.0	34.0	55.0
CNAG_02305T0	6	241.0	644.0	19.0	98.0
CNAG_02306T0	11	802.0	523.0	50.0	85.0
CNAG_02307T0	7	1250.0	431.0	86.0	135.0
CNAG_02308T0	9	1301.0	698.0	71.0	128.0
CNAG_02309T0	7	635.0	404.0	39.0	82.0
CNAG_02310T0	14	502.0	641.0	56.0	120.0
CNAG_02312T0	42	1219.0	3784.0	87.0	740.0
CNAG_02313T0	11	786.0	934.0	58.0	184.0
CNAG_02313T1	11	786.0	934.0	58.0	184.0
CNAG_02314T0	9	532.0	612.0	47.0	98.0
CNAG_02315T0	195	25649.0	6958.0	1678.0	1788.0
CNAG_02316T0	16	2161.0	760.0	156.0	130.0
CNAG_02317T0	5	416.0	725.0	56.0	111.0
CNAG_02318T0	27	1009.0	3462.0	83.0	596.0
CNAG_02318T1	27	1009.0	3462.0	83.0	596.0
CNAG_02319T0	1	88.0	430.0	14.0	56.0
CNAG_02321T0	1	5.0	53.0		10.0
CNAG_02322T0	23	246.0	1424.0	27.0	171.0
CNAG_02323T0	39	543.0	4577.0	115.0	554.0
CNAG_02324T0	7	512.0	1110.0	43.0	177.0
CNAG_02324T1	7	512.0	1110.0	43.0	177.0
CNAG_02325T0	15	969.0	713.0	46.0	165.0
CNAG_02326T0	105	7387.0	5738.0	342.0	1132.0
CNAG_02327T0	20	1079.0	628.0	126.0	135.0
CNAG_02328T0	6	247.0	822.0	50.0	90.0
CNAG_02330T0	104	18218.0	5707.0	2299.0	785.0
CNAG_02331T0	187	27448.0	8909.0	3793.0	1125.0
CNAG_02332T0	11	719.0	859.0	52.0	132.0
CNAG_02333T0	4	109.0	93.0	3.0	17.0
CNAG_02335T0	319	25152.0	15472.0	952.0	4638.0
CNAG_02336T0	10	356.0	766.0	30.0	134.0
CNAG_02337T0	12	489.0	1033.0	58.0	117.0
CNAG_02338T0	85	5231.0	5338.0	573.0	800.0
CNAG_02339T0	1	8.0	87.0	1.0	12.0
CNAG_02340T0	7	712.0	497.0	63.0	83.0
CNAG_02341T0	53	2130.0	2589.0	125.0	555.0
CNAG_02342T0	6	262.0	223.0	14.0	55.0
CNAG_02343T0	3	177.0	584.0	22.0	83.0
CNAG_02344T0	7	387.0	207.0	14.0	62.0
CNAG_02345T0	4	95.0	663.0	13.0	88.0
CNAG_02347T0	15	241.0	938.0	46.0	109.0
CNAG_02348T0	15	760.0	1591.0	62.0	303.0
CNAG_02349T0	17	566.0	769.0	39.0	157.0
CNAG_02350T0	5	707.0	201.0	57.0	32.0
CNAG_02351T0	61	2222.0	4154.0	109.0	847.0
CNAG_02353T0	3	55.0	563.0	9.0	64.0
CNAG_02353T1	3	55.0	563.0	9.0	64.0
CNAG_02354T0	29	2142.0	618.0	205.0	102.0
CNAG_02355T0	20	1760.0	2037.0	109.0	310.0
CNAG_02356T0	10	615.0	153.0	41.0	17.0
CNAG_02357T0	29	1019.0	1645.0	65.0	420.0
CNAG_02358T0	12	1184.0	1134.0	82.0	174.0
CNAG_02359T0	142	24641.0	3841.0	3599.0	649.0
CNAG_02360T0	17	2312.0	1422.0	151.0	293.0
CNAG_02361T0	43	761.0	3851.0	63.0	1210.0
CNAG_02362T0	66	5022.0	3269.0	235.0	891.0
CNAG_02363T0	1	153.0	256.0	10.0	50.0
CNAG_02364T0	5	360.0	309.0	35.0	37.0
CNAG_02365T0	25	608.0	2181.0	34.0	876.0
CNAG_02366T0	8	1272.0	751.0	70.0	171.0
CNAG_02367T0	36	2512.0	2694.0	235.0	450.0
CNAG_02368T0	17	447.0	1362.0	45.0	213.0
CNAG_02368T1	17	405.0	1342.0	38.0	210.0
CNAG_02371T0	5	170.0	356.0	10.0	62.0
CNAG_02372T0	93	2689.0	2056.0	133.0	442.0
CNAG_02373T0	43	2067.0	3984.0	138.0	875.0
CNAG_02374T0	9	435.0	821.0	35.0	104.0
CNAG_02375T0	28	549.0	2735.0	42.0	430.0
CNAG_02376T0	5	736.0	733.0	74.0	131.0
CNAG_02377T0	19	2301.0	1252.0	137.0	218.0
CNAG_02378T0	12	1069.0	432.0	162.0	71.0
CNAG_02382T0	6	592.0	212.0	98.0	28.0
CNAG_02383T0	3	202.0	197.0	17.0	33.0
CNAG_02384T0	2	121.0	69.0	11.0	8.0
CNAG_02385T0	4	270.0	606.0	24.0	116.0
CNAG_02386T0	4	148.0	116.0	18.0	14.0
CNAG_02387T0	26	1323.0	1822.0	77.0	374.0
CNAG_02387T1	26	1323.0	1822.0	77.0	374.0
CNAG_02388T0	5	354.0	462.0	29.0	74.0
CNAG_02388T1	5	314.0	340.0	24.0	58.0
CNAG_02389T0	7	210.0	600.0	30.0	103.0
CNAG_02392T0	2	80.0	123.0	11.0	20.0
CNAG_02393T0	25	909.0	1259.0	77.0	280.0
CNAG_02394T0	8	777.0	344.0	65.0	64.0
CNAG_02395T0	37	2221.0	1476.0	91.0	358.0
CNAG_02396T0	19	939.0	1192.0	77.0	208.0
CNAG_02397T0	9	262.0	527.0	24.0	126.0
CNAG_02398T0	39	1174.0	2342.0	94.0	417.0
CNAG_02399T0	75	4267.0	4011.0	263.0	706.0
CNAG_02400T0	17	2653.0	1807.0	169.0	296.0
CNAG_02401T0	28	766.0	1508.0	48.0	326.0
CNAG_02402T0	47	1319.0	2915.0	73.0	582.0
CNAG_02403T0	24	2852.0	1637.0	207.0	275.0
CNAG_02404T0	43	2304.0	3339.0	183.0	742.0
CNAG_02405T0	5	161.0	293.0	17.0	59.0
CNAG_02406T0	8	292.0	592.0	37.0	101.0
CNAG_02407T0	132	4489.0	11460.0	210.0	2722.0
CNAG_02408T0	10	426.0	1004.0	23.0	220.0
CNAG_02409T0	4	394.0	681.0	26.0	122.0
CNAG_02413T0	20	1854.0	609.0	88.0	123.0
CNAG_02413T1	20	1854.0	609.0	88.0	123.0
CNAG_02414T0	2	367.0	133.0	26.0	18.0
CNAG_02415T0	16	1161.0	1085.0	93.0	259.0
CNAG_02416T0	16	2632.0	670.0	269.0	106.0
CNAG_02417T0	48	1963.0	3243.0	98.0	569.0
CNAG_02418T0	142	12071.0	4057.0	806.0	632.0
CNAG_02419T0	10	657.0	1567.0	62.0	270.0
CNAG_02420T0	2	9.0	49.0		15.0
CNAG_02420T1	2	9.0	49.0		15.0
CNAG_02421T0	19	1457.0	442.0	129.0	78.0
CNAG_02422T0	19	3517.0	991.0	143.0	203.0
CNAG_02423T0	13	745.0	1339.0	62.0	331.0
CNAG_02424T0	26	2216.0	1022.0	64.0	311.0
CNAG_02425T0	2	209.0	20.0	14.0	2.0
CNAG_02426T0	49	2105.0	1470.0	156.0	336.0
CNAG_02427T0	10	1308.0	798.0	45.0	124.0
CNAG_02427T1	10	1308.0	798.0	45.0	124.0
CNAG_02428T0	16	1430.0	1379.0	77.0	254.0
CNAG_02430T0	11	240.0	500.0	11.0	107.0
CNAG_02431T0	16	1242.0	1181.0	66.0	314.0
CNAG_02432T0	15	579.0	600.0	35.0	107.0
CNAG_02432T1	15	579.0	600.0	35.0	107.0
CNAG_02433T0	4	568.0	461.0	20.0	85.0
CNAG_02434T0	11	1793.0	535.0	170.0	119.0
CNAG_02435T0	21	1040.0	2292.0	73.0	492.0
CNAG_02436T0	24	727.0	1210.0	48.0	234.0
CNAG_02437T0	19	436.0	1008.0	65.0	158.0
CNAG_02438T0	5	224.0	675.0	31.0	102.0
CNAG_02438T1	5	224.0	675.0	31.0	102.0
CNAG_02439T0	12	505.0	1781.0	40.0	309.0
CNAG_02439T1	8	458.0	1294.0	34.0	221.0
CNAG_02440T0	35	1004.0	3472.0	67.0	1090.0
CNAG_02441T0	1	5.0	131.0	2.0	42.0
CNAG_02442T0	3	190.0	356.0	19.0	45.0
CNAG_02443T0	15	1946.0	1153.0	193.0	209.0
CNAG_02444T0	23	2681.0	2173.0	93.0	542.0
CNAG_02445T0	48	2431.0	4245.0	153.0	1011.0
CNAG_02446T0	6	207.0	389.0	12.0	38.0
CNAG_02447T0	19	658.0	2138.0	43.0	348.0
CNAG_02448T0	3	24.0	197.0	1.0	18.0
CNAG_02449T0	18	504.0	1859.0	53.0	329.0
CNAG_02452T0	3	95.0	233.0	2.0	29.0
CNAG_02453T0	32	761.0	3659.0	56.0	647.0
CNAG_02454T0	3	321.0	145.0	21.0	23.0
CNAG_02455T0	55	958.0	5087.0	137.0	738.0
CNAG_02457T0	57	2001.0	2329.0	153.0	486.0
CNAG_02458T0	71	3114.0	2774.0	178.0	480.0
CNAG_02459T0	70	4678.0	4296.0	197.0	1575.0
CNAG_02460T0	273	15769.0	14405.0	386.0	5718.0
CNAG_02463T0	2	83.0	180.0	8.0	25.0
CNAG_02464T0	11	233.0	1456.0	8.0	443.0
CNAG_02465T0	7	169.0	630.0	5.0	149.0
CNAG_02466T0	26	427.0	1756.0	29.0	330.0
CNAG_02467T0	44	1872.0	3792.0	123.0	711.0
CNAG_02468T0	37	1563.0	1782.0	92.0	414.0
CNAG_02469T0	14	1154.0	1282.0	78.0	260.0
CNAG_02470T0	15	1085.0	996.0	52.0	220.0
CNAG_02471T0	8	492.0	173.0	48.0	27.0
CNAG_02472T0	21	784.0	254.0	46.0	76.0
CNAG_02473T0	40	3033.0	2107.0	52.0	853.0
CNAG_02475T0	58	3790.0	2040.0	49.0	2488.0
CNAG_02476T0	6	236.0	781.0	13.0	145.0
CNAG_02476T1	2	78.0	600.0	7.0	106.0
CNAG_02477T0	3	555.0	512.0	33.0	116.0
CNAG_02478T0	3	235.0	242.0	23.0	34.0
CNAG_02480T0	1	314.0	738.0	19.0	100.0
CNAG_02481T0	11	627.0	715.0	49.0	93.0
CNAG_02482T0	9	730.0	277.0	67.0	39.0
CNAG_02483T0	1	86.0	163.0	8.0	29.0
CNAG_02484T0	2	14.0	135.0	2.0	19.0
CNAG_02484T1	2	13.0	128.0	2.0	18.0
CNAG_02485T0	112	15195.0	4759.0	1383.0	891.0
CNAG_02486T0	20	1955.0	1295.0	170.0	201.0
CNAG_02487T0	33	3169.0	1954.0	116.0	485.0
CNAG_02488T0	10	848.0	288.0	44.0	55.0
CNAG_02490T0	10	227.0	1231.0	26.0	206.0
CNAG_02491T0	2	116.0	222.0	10.0	31.0
CNAG_02492T0	8	373.0	437.0	34.0	72.0
CNAG_02493T0	18	390.0	1677.0	36.0	793.0
CNAG_02494T0	22	1052.0	2333.0	78.0	445.0
CNAG_02495T0	10	881.0	155.0	56.0	27.0
CNAG_02496T0	11	954.0	898.0	92.0	233.0
CNAG_02498T0	31	948.0	1894.0	54.0	399.0
CNAG_02500T0	231	7389.0	15916.0	524.0	5016.0
CNAG_02501T0	32	2205.0	3157.0	127.0	794.0
CNAG_02502T0	8	288.0	375.0	49.0	69.0
CNAG_02503T0	18	1463.0	1299.0	125.0	344.0
CNAG_02503T1	14	1002.0	1142.0	88.0	289.0
CNAG_02504T0	9	320.0	1251.0	38.0	226.0
CNAG_02505T0	28	1275.0	2480.0	52.0	1016.0
CNAG_02506T0	14	850.0	1497.0	65.0	364.0
CNAG_02507T0	47	4885.0	1638.0	564.0	274.0
CNAG_02508T0	22	1459.0	837.0	110.0	128.0
CNAG_02509T0	1	44.0	123.0	7.0	23.0
CNAG_02510T0	47	1758.0	4645.0	103.0	1226.0
CNAG_02510T1	47	1758.0	4645.0	103.0	1226.0
CNAG_02510T2	47	1758.0	4645.0	103.0	1226.0
CNAG_02511T0	14	340.0	1046.0	25.0	171.0
CNAG_02512T0	34	341.0	1884.0	34.0	352.0
CNAG_02514T0	4	189.0	220.0	16.0	35.0
CNAG_02515T0	23	992.0	1660.0	49.0	349.0
CNAG_02516T0	2	186.0	166.0	5.0	30.0
CNAG_02516T1	2	180.0	142.0	5.0	26.0
CNAG_02516T2	2	180.0	142.0	5.0	26.0
CNAG_02519T0	42	1338.0	2062.0	131.0	543.0
CNAG_02520T0	9	553.0	322.0	53.0	59.0
CNAG_02522T0	21	667.0	1334.0	74.0	296.0
CNAG_02523T0	15	519.0	1492.0	42.0	302.0
CNAG_02523T1	12	266.0	1009.0	26.0	197.0
CNAG_02524T0	10	781.0	1607.0	56.0	334.0
CNAG_02527T0	96	1965.0	6396.0	76.0	4110.0
CNAG_02527T1	84	1088.0	5869.0	54.0	3747.0
CNAG_02528T0	147	6893.0	7143.0	230.0	3346.0
CNAG_02528T1	137	5942.0	6897.0	218.0	3195.0
CNAG_02529T0	19	1419.0	1454.0	160.0	382.0
CNAG_02530T0	46	3247.0	1647.0	153.0	330.0
CNAG_02531T0	2	128.0	588.0	7.0	65.0
CNAG_02532T0	9	603.0	552.0	57.0	86.0
CNAG_02533T0	8	350.0	329.0	31.0	48.0
CNAG_02534T0	14	1270.0	533.0	76.0	94.0
CNAG_02535T0	8	655.0	745.0	50.0	111.0
CNAG_02536T0	13	1030.0	603.0	57.0	112.0
CNAG_02538T0	1	66.0	390.0	3.0	54.0
CNAG_02539T0	94	2292.0	8832.0	137.0	2172.0
CNAG_02540T0	24	586.0	2144.0	54.0	389.0
CNAG_02541T0	64	2569.0	3644.0	96.0	960.0
CNAG_02542T0	517	30843.0	33655.0	765.0	13742.0
CNAG_02543T0	30	3162.0	2057.0	104.0	434.0
CNAG_02545T0	134	8388.0	6340.0	617.0	1236.0
CNAG_02546T0	9	519.0	846.0	76.0	78.0
CNAG_02547T0	69	1826.0	2710.0	163.0	645.0
CNAG_02548T0	19	695.0	1983.0	39.0	328.0
CNAG_02548T1	19	695.0	1983.0	39.0	328.0
CNAG_02549T0	11	853.0	282.0	45.0	56.0
CNAG_02550T0	29	4290.0	1424.0	204.0	494.0
CNAG_02551T0	4	173.0	125.0	10.0	38.0
CNAG_02552T0	8	278.0	743.0	31.0	165.0
CNAG_02552T1	7	277.0	694.0	29.0	156.0
CNAG_02552T2	6	273.0	619.0	29.0	139.0
CNAG_02553T0	2	154.0	152.0	6.0	54.0
CNAG_02554T0	19	458.0	2080.0	25.0	563.0
CNAG_02555T0	39	806.0	4270.0	66.0	669.0
CNAG_02556T0	2	80.0	67.0	6.0	15.0
CNAG_02557T0	15	307.0	2119.0	20.0	409.0
CNAG_02561T0	60	284.0	6822.0	56.0	2535.0
CNAG_02562T0	8	132.0	1013.0	14.0	169.0
CNAG_02563T0	30	631.0	3670.0	58.0	507.0
CNAG_02564T0	7	324.0	475.0	29.0	50.0
CNAG_02565T0	26	1994.0	524.0	171.0	141.0
CNAG_02566T0	36	1234.0	1452.0	77.0	512.0
CNAG_02567T0	20	1473.0	351.0	95.0	79.0
CNAG_02568T0	270	10119.0	10973.0	413.0	2437.0
CNAG_02569T0	8	557.0	495.0	42.0	98.0
CNAG_02570T0	3	41.0	226.0	5.0	25.0
CNAG_02572T0	1	63.0	60.0	5.0	11.0
CNAG_02573T0	3	177.0	112.0	22.0	22.0
CNAG_02574T0	29	708.0	1184.0	51.0	202.0
CNAG_02575T0	64	3297.0	3116.0	212.0	723.0
CNAG_02576T0	15	1072.0	829.0	39.0	231.0
CNAG_02577T0	102	8250.0	5611.0	138.0	2524.0
CNAG_02578T0	10	209.0	396.0	20.0	32.0
CNAG_02579T0	33	927.0	1561.0	44.0	304.0
CNAG_02579T1	33	927.0	1561.0	44.0	304.0
CNAG_02580T0	16	819.0	600.0	77.0	111.0
CNAG_02581T0	10	1150.0	687.0	58.0	111.0
CNAG_02583T0	8	213.0	749.0	34.0	150.0
CNAG_02584T0	13	675.0	1104.0	33.0	226.0
CNAG_02585T0	119	5460.0	4452.0	345.0	840.0
CNAG_02587T0	5	261.0	525.0	25.0	69.0
CNAG_02588T0	2	131.0	322.0	10.0	44.0
CNAG_02589T0	4	77.0	261.0	6.0	31.0
CNAG_02590T0	2	185.0	108.0	9.0	19.0
CNAG_02591T0	20	4049.0	511.0	81.0	174.0
CNAG_02592T0	1	110.0	94.0	4.0	16.0
CNAG_02593T0	24	775.0	2256.0	51.0	565.0
CNAG_02594T0	5	342.0	413.0	20.0	72.0
CNAG_02595T0	7	237.0	973.0	33.0	145.0
CNAG_02595T1	6	221.0	816.0	30.0	119.0
CNAG_02596T0	1	23.0	16.0	8.0	1.0
CNAG_02597T0	16	827.0	1546.0	69.0	280.0
CNAG_02598T0	5	195.0	332.0	13.0	56.0
CNAG_02599T0	2	87.0	158.0	4.0	27.0
CNAG_02600T0	2	77.0	266.0	11.0	31.0
CNAG_02603T0	6	516.0	164.0	9.0	39.0
CNAG_02604T0	2	116.0	663.0	10.0	93.0
CNAG_02605T0	7	784.0	1030.0	49.0	209.0
CNAG_02606T0	14	789.0	776.0	39.0	224.0
CNAG_02609T0	18	1802.0	925.0	88.0	272.0
CNAG_02654T0	31	432.0	1368.0	40.0	283.0
CNAG_02655T0	74	9431.0	1595.0	326.0	445.0
CNAG_02656T0	15	1022.0	709.0	117.0	93.0
CNAG_02657T0	23	1932.0	1652.0	215.0	205.0
CNAG_02658T0	3	153.0	198.0	10.0	64.0
CNAG_02659T0	2	143.0	343.0	13.0	45.0
CNAG_02659T1	2	160.0	398.0	15.0	54.0
CNAG_02660T0	12	63.0	1054.0	8.0	126.0
CNAG_02661T0	1	202.0	463.0	8.0	99.0
CNAG_02662T0	53	1774.0	2643.0	74.0	617.0
CNAG_02663T0	22	464.0	1603.0	35.0	322.0
CNAG_02664T0	23	2393.0	1116.0	184.0	194.0
CNAG_02665T0	4	69.0	203.0	2.0	34.0
CNAG_02665T1	4	68.0	198.0	2.0	34.0
CNAG_02667T0	10	565.0	1064.0	32.0	148.0
CNAG_02670T0	4	427.0	420.0	33.0	61.0
CNAG_02671T0	80	4168.0	3184.0	301.0	721.0
CNAG_02672T0	7	476.0	419.0	68.0	83.0
CNAG_02673T0	393	25461.0	18359.0	1051.0	6153.0
CNAG_02674T0	22	531.0	2248.0	73.0	691.0
CNAG_02675T0	51	1668.0	3615.0	191.0	617.0
CNAG_02676T0	8	381.0	659.0	43.0	136.0
CNAG_02677T0	22	1518.0	1903.0	144.0	244.0
CNAG_02678T0	12	360.0	2299.0	50.0	319.0
CNAG_02679T0	11	509.0	1109.0	38.0	196.0
CNAG_02680T0	47	1301.0	4309.0	71.0	906.0
CNAG_02681T0	14	369.0	818.0	21.0	133.0
CNAG_02682T0	39	809.0	3852.0	61.0	818.0
CNAG_02683T0	45	1821.0	2848.0	57.0	1290.0
CNAG_02684T0	72	4265.0	1880.0	79.0	978.0
CNAG_02685T0	135	11725.0	5992.0	189.0	2779.0
CNAG_02686T0	77	4302.0	2662.0	192.0	604.0
CNAG_02687T0	7	794.0	560.0	101.0	80.0
CNAG_02688T0	1	300.0	313.0	22.0	50.0
CNAG_02689T0	6	236.0	705.0	23.0	101.0
CNAG_02690T0	56	4489.0	2940.0	172.0	1017.0
CNAG_02691T0	80	857.0	7832.0	240.0	3089.0
CNAG_02692T0	109	5642.0	11000.0	361.0	2630.0
CNAG_02693T0	3	440.0	677.0	41.0	123.0
CNAG_02694T0	6	178.0	331.0	14.0	60.0
CNAG_02694T1	6	178.0	331.0	14.0	60.0
CNAG_02695T0	26	888.0	2206.0	60.0	456.0
CNAG_02695T1	26	888.0	2206.0	60.0	456.0
CNAG_02696T0	70	2271.0	5333.0	129.0	1103.0
CNAG_02697T0	5	170.0	321.0	15.0	71.0
CNAG_02698T0	17	568.0	794.0	44.0	127.0
CNAG_02699T0	85	1735.0	7122.0	168.0	1339.0
CNAG_02700T0	27	1580.0	1770.0	91.0	412.0
CNAG_02700T1	27	1580.0	1770.0	91.0	412.0
CNAG_02701T0	232	960.0	22196.0	477.0	8073.0
CNAG_02702T0	24	555.0	2977.0	36.0	503.0
CNAG_02703T0	22	977.0	2258.0	107.0	317.0
CNAG_02703T1	18	890.0	1574.0	90.0	223.0
CNAG_02704T0	12	2588.0	383.0	165.0	78.0
CNAG_02705T0	2	46.0	86.0	4.0	10.0
CNAG_02705T1	2	45.0	77.0	3.0	9.0
CNAG_02705T2	2	45.0	77.0	3.0	9.0
CNAG_02706T0	1	20.0	40.0	2.0	7.0
CNAG_02708T0	6	311.0	416.0	22.0	73.0
CNAG_02709T0	5	618.0	256.0	59.0	43.0
CNAG_02710T0	51	3763.0	4554.0	330.0	1137.0
CNAG_02711T0	3	136.0	665.0	16.0	85.0
CNAG_02712T0	7	512.0	746.0	50.0	181.0
CNAG_02713T0	6	583.0	522.0	73.0	49.0
CNAG_02714T0	233	14566.0	2861.0	2334.0	671.0
CNAG_02715T0	11	573.0	733.0	33.0	132.0
CNAG_02716T0	37	1262.0	2125.0	57.0	575.0
CNAG_02717T0	69	4353.0	5771.0	193.0	1735.0
CNAG_02718T0	26	1426.0	2538.0	66.0	620.0
CNAG_02720T0	12	532.0	638.0	75.0	92.0
CNAG_02721T0	12	426.0	1158.0	55.0	274.0
CNAG_02722T0	235	25366.0	5218.0	1133.0	1747.0
CNAG_02723T0	34	668.0	4753.0	48.0	659.0
CNAG_02724T0	9	194.0	1019.0	21.0	196.0
CNAG_02725T0	41	3503.0	2257.0	256.0	359.0
CNAG_02726T0	30	2637.0	1889.0	174.0	354.0
CNAG_02727T0	4	363.0	384.0	29.0	77.0
CNAG_02728T0	5	286.0	462.0	23.0	91.0
CNAG_02729T0	1	77.0	427.0	13.0	88.0
