Transcript	150904CM018-B_al_sorted.bam	150904CM018-W_al_sorted.bam	150904CM763-B_al_sorted.bam	150904CM763-W_al_sorted.bam	150904CM764-B_al_sorted.bam
CNAG_03977T0	5	204.0	409.0	32.0	71.0
CNAG_03978T0	19	1394.0	1362.0	80.0	295.0
CNAG_03979T0	5	412.0	343.0	23.0	62.0
CNAG_03981T0	29	973.0	2638.0	71.0	517.0
CNAG_03982T0	5	373.0	581.0	42.0	79.0
CNAG_03983T0	258	27990.0	12502.0	1337.0	2774.0
CNAG_03984T0	7	643.0	987.0	69.0	145.0
CNAG_03985T0	15	1856.0	704.0	222.0	159.0
CNAG_03986T0	20	2045.0	593.0	153.0	131.0
CNAG_03987T0	65	5110.0	4402.0	299.0	917.0
CNAG_03988T0	16	382.0	1040.0	15.0	182.0
CNAG_03989T0	4	495.0	467.0	29.0	82.0
CNAG_03991T0	40	2259.0	3371.0	101.0	1009.0
CNAG_03992T0	24	1243.0	2396.0	70.0	514.0
CNAG_03992T1	19	480.0	1697.0	27.0	364.0
CNAG_03993T0	5	437.0	686.0	48.0	97.0
CNAG_03994T0	39	2114.0	2957.0	112.0	514.0
CNAG_03995T0	47	8422.0	1188.0	237.0	306.0
CNAG_03996T0	68	2803.0	2057.0	139.0	425.0
CNAG_03998T0	12	832.0	1140.0	37.0	223.0
CNAG_03999T0	3	540.0	197.0	14.0	43.0
CNAG_04000T0	13	1108.0	910.0	66.0	232.0
CNAG_04001T0	14	2357.0	1989.0	187.0	347.0
CNAG_04002T0	23	2177.0	1455.0	168.0	336.0
CNAG_04003T0	12	629.0	727.0	27.0	137.0
CNAG_04004T0	252	39186.0	7096.0	4793.0	1131.0
CNAG_04005T0	35	1164.0	3042.0	113.0	603.0
CNAG_04005T1	30	1126.0	2621.0	108.0	527.0
CNAG_04007T0	3	78.0	76.0	12.0	14.0
CNAG_04008T0	4	195.0	159.0	19.0	19.0
CNAG_04009T0	120	5560.0	3588.0	244.0	901.0
CNAG_04010T0	21	1779.0	577.0	111.0	113.0
CNAG_04011T0	101	18932.0	3011.0	2961.0	492.0
CNAG_04012T0	13	755.0	1257.0	54.0	207.0
CNAG_04013T0	10	469.0	977.0	33.0	201.0
CNAG_04014T0	64	4862.0	3370.0	308.0	680.0
CNAG_04015T0	2	68.0	223.0	5.0	27.0
CNAG_04017T0	25	3627.0	1694.0	187.0	406.0
CNAG_04018T0	14	1051.0	532.0	69.0	198.0
CNAG_04021T0	56	15071.0	2965.0	2257.0	492.0
CNAG_04022T0	54	2306.0	2577.0	139.0	531.0
CNAG_04023T0	15	939.0	775.0	40.0	227.0
CNAG_04024T0	7	168.0	375.0	13.0	63.0
CNAG_04025T0	2	19.0	51.0	4.0	4.0
CNAG_04026T0	10	190.0	1356.0	22.0	217.0
CNAG_04027T0	245	23252.0	11982.0	440.0	7360.0
CNAG_04028T0	194	12638.0	13169.0	611.0	4217.0
CNAG_04028T1	194	12266.0	13089.0	599.0	4191.0
CNAG_04029T0	1	60.0	465.0	9.0	149.0
CNAG_04030T0	5	532.0	351.0	32.0	37.0
CNAG_04030T1	5	506.0	331.0	31.0	33.0
CNAG_04031T0	2	222.0	167.0	25.0	20.0
CNAG_04032T0	103	4690.0	4578.0	296.0	1453.0
CNAG_04033T0	47	2238.0	2582.0	119.0	433.0
CNAG_04034T0	4	179.0	544.0	9.0	64.0
CNAG_04035T0	7	323.0	306.0	37.0	56.0
CNAG_04036T0	1	79.0	216.0	9.0	28.0
CNAG_04037T0	2	363.0	105.0	31.0	14.0
CNAG_04038T0	9	354.0	773.0	28.0	225.0
CNAG_04039T0	37	2394.0	2158.0	188.0	524.0
CNAG_04040T0	42	941.0	2838.0	81.0	543.0
CNAG_04040T1	42	941.0	2838.0	81.0	543.0
CNAG_04041T0	47	2124.0	3922.0	77.0	1995.0
CNAG_04042T0	8	401.0	578.0	34.0	142.0
CNAG_04043T0	22	3117.0	1432.0	58.0	691.0
CNAG_04044T0	2	287.0	365.0	33.0	37.0
CNAG_04045T0	15	1185.0	162.0	89.0	47.0
CNAG_04046T0	10	693.0	519.0	44.0	62.0
CNAG_04047T0	10	192.0	799.0	21.0	139.0
CNAG_04047T1	10	104.0	684.0	14.0	119.0
CNAG_04048T0	29	2424.0	1228.0	185.0	167.0
CNAG_04049T0	6	303.0	398.0	24.0	58.0
CNAG_04050T0	13	1381.0	1594.0	157.0	267.0
CNAG_04051T0	24	670.0	1724.0	54.0	281.0
CNAG_04052T0	8	242.0	614.0	35.0	82.0
CNAG_04053T0	1	127.0	94.0	6.0	22.0
CNAG_04054T0	41	5029.0	2108.0	453.0	426.0
CNAG_04055T0	17	435.0	1543.0	55.0	241.0
CNAG_04056T0	12	1509.0	1018.0	123.0	183.0
CNAG_04059T0	3	23.0	555.0	5.0	87.0
CNAG_04060T0	3	33.0	250.0	6.0	54.0
CNAG_04062T0	8	518.0	550.0	63.0	92.0
CNAG_04063T0	9	619.0	622.0	50.0	88.0
CNAG_04064T0	57	3230.0	3873.0	329.0	1049.0
CNAG_04065T0	2	334.0	184.0	15.0	47.0
CNAG_04065T1	2	334.0	184.0	15.0	47.0
CNAG_04066T0	36	7371.0	1841.0	493.0	359.0
CNAG_04067T0	48	2507.0	4716.0	89.0	972.0
CNAG_04068T0	414	8324.0	6224.0	1005.0	1036.0
CNAG_04069T0	33	2180.0	1368.0	148.0	365.0
CNAG_04070T0	43	1567.0	3032.0	101.0	656.0
CNAG_04071T0	24	3306.0	1136.0	177.0	195.0
CNAG_04072T0	1	150.0	229.0	47.0	25.0
CNAG_04073T0	19	548.0	916.0	36.0	207.0
CNAG_04074T0	85	7037.0	3520.0	449.0	722.0
CNAG_04076T0	52	4848.0	566.0	161.0	132.0
CNAG_04077T0	1	54.0	117.0	4.0	18.0
CNAG_04078T0	23	1661.0	1420.0	123.0	311.0
CNAG_04079T0	26	965.0	1876.0	58.0	261.0
CNAG_04080T0	28	1590.0	2391.0	90.0	697.0
CNAG_04081T0	5	774.0	462.0	55.0	77.0
CNAG_04082T0	53	2331.0	1948.0	186.0	357.0
CNAG_04083T0	52	1439.0	4592.0	102.0	1088.0
CNAG_04083T1	52	1439.0	4592.0	102.0	1088.0
CNAG_04084T0	16	199.0	153.0	26.0	30.0
CNAG_04085T0	4	280.0	224.0	16.0	59.0
CNAG_04085T1	4	280.0	224.0	16.0	59.0
CNAG_04086T0	2	239.0	394.0	17.0	59.0
CNAG_04087T0	2	211.0	143.0	31.0	18.0
CNAG_04089T0	13	1486.0	1190.0	118.0	224.0
CNAG_04090T0	47	2958.0	3985.0	146.0	1027.0
CNAG_04093T0	3	87.0	191.0		52.0
CNAG_04094T0	2	335.0	42.0	17.0	7.0
CNAG_04095T0	5	226.0	219.0	15.0	30.0
CNAG_04098T0	64	2136.0	4446.0	50.0	2144.0
CNAG_04099T0	126	7181.0	6016.0	499.0	1713.0
CNAG_04101T0	36	1425.0	2646.0	68.0	1426.0
CNAG_04102T0	3	29.0	228.0	3.0	40.0
CNAG_04103T0	25	132.0	2293.0	11.0	1096.0
CNAG_04104T0	29	1660.0	1389.0	68.0	844.0
CNAG_04105T0	177	34142.0	1981.0	726.0	1035.0
CNAG_04106T0	97	9410.0	3609.0	246.0	1585.0
CNAG_04107T0	7	327.0	582.0	23.0	124.0
CNAG_04108T0	69	1414.0	6591.0	112.0	1844.0
CNAG_04109T0	1	27.0	31.0	3.0	8.0
CNAG_04110T0	12	906.0	439.0	59.0	106.0
CNAG_04111T0	15	937.0	1840.0	88.0	298.0
CNAG_04112T0	70	2369.0	6315.0	80.0	2722.0
CNAG_04113T0	48	880.0	3957.0	85.0	704.0
CNAG_04114T0	124	11239.0	4744.0	1447.0	777.0
CNAG_04115T0	11	565.0	183.0	35.0	40.0
CNAG_04117T0	8	661.0	1051.0	27.0	205.0
CNAG_04118T0	28	635.0	1567.0	42.0	280.0
CNAG_04119T0	52	1123.0	3277.0	58.0	789.0
CNAG_04120T0	19	1119.0	1835.0	58.0	373.0
CNAG_04121T0	17	1195.0	530.0	111.0	116.0
CNAG_04121T1	17	1195.0	530.0	111.0	116.0
CNAG_04122T0	10	433.0	602.0	31.0	101.0
CNAG_04124T0	1	18.0	138.0	2.0	17.0
CNAG_04127T0	13	616.0	622.0	45.0	148.0
CNAG_04128T0	6	393.0	364.0	42.0	50.0
CNAG_04130T0	23	2032.0	945.0	158.0	174.0
CNAG_04131T0	84	3179.0	5779.0	187.0	1091.0
CNAG_04132T0	12	1231.0	1151.0	84.0	221.0
CNAG_04132T1	12	1231.0	1151.0	84.0	221.0
CNAG_04133T0	21	293.0	1350.0	23.0	282.0
CNAG_04136T0	11	348.0	1358.0	75.0	179.0
CNAG_04137T0	13	717.0	404.0	56.0	79.0
CNAG_04138T0	2	6.0	6.0	1.0	1.0
CNAG_04139T0	16	454.0	1010.0	22.0	388.0
CNAG_04140T0	6	47.0	473.0	8.0	112.0
CNAG_04141T0	28	1463.0	2288.0	65.0	867.0
CNAG_04142T0	28	145.0	2251.0	29.0	491.0
CNAG_04143T0	3	207.0	160.0	26.0	19.0
CNAG_04143T1	3	207.0	159.0	25.0	19.0
CNAG_04146T0	8	546.0	956.0	59.0	162.0
CNAG_04147T0	1	159.0	103.0	24.0	13.0
CNAG_04148T0	14	400.0	1169.0	69.0	205.0
CNAG_04149T0	26	1293.0	1559.0	98.0	247.0
CNAG_04150T0	9	772.0	614.0	51.0	125.0
CNAG_04151T0	91	2194.0	6661.0	154.0	1321.0
CNAG_04152T0	28	1684.0	1616.0	73.0	416.0
CNAG_04154T0	3	42.0	230.0	3.0	43.0
CNAG_04155T0	20	1671.0	1215.0	178.0	248.0
CNAG_04156T0	16	2876.0	589.0	224.0	120.0
CNAG_04157T0	2	293.0	528.0	36.0	78.0
CNAG_04158T0	19	614.0	2161.0	60.0	299.0
CNAG_04159T0	12	658.0	1445.0	56.0	297.0
CNAG_04161T0	11	657.0	811.0	42.0	120.0
CNAG_04162T0	8	868.0	293.0	54.0	61.0
CNAG_04163T0	261	16770.0	8900.0	618.0	2540.0
CNAG_04164T0	2	512.0	293.0	23.0	90.0
CNAG_04165T0	1	214.0	185.0	14.0	27.0
CNAG_04166T0	21	795.0	1056.0	88.0	148.0
CNAG_04166T1	21	795.0	1056.0	88.0	148.0
CNAG_04167T0	23	1827.0	2737.0	127.0	422.0
CNAG_04168T0	70	2559.0	6517.0	181.0	945.0
CNAG_04169T0	2	203.0	77.0	24.0	14.0
CNAG_04170T0	7	872.0	1103.0	70.0	148.0
CNAG_04171T0	34	1355.0	1330.0	85.0	321.0
CNAG_04172T0	20	1080.0	2303.0	69.0	397.0
CNAG_04173T0	41	2462.0	2645.0	114.0	690.0
CNAG_04174T0	12	273.0	724.0	17.0	113.0
CNAG_04175T0	6	143.0	158.0	27.0	16.0
CNAG_04175T1	6	143.0	158.0	27.0	16.0
CNAG_04176T0	27	1659.0	1660.0	100.0	588.0
CNAG_04177T0	11	440.0	755.0	34.0	81.0
CNAG_04177T1	9	366.0	719.0	29.0	78.0
CNAG_04178T0	3	279.0	690.0	22.0	105.0
CNAG_04179T0	58	4353.0	1349.0	398.0	246.0
CNAG_04180T0	13	1379.0	582.0	132.0	105.0
CNAG_04181T0	7	605.0	266.0	36.0	40.0
CNAG_04182T0	9	1327.0	272.0	130.0	52.0
CNAG_04183T0	243	12890.0	2028.0	743.0	784.0
CNAG_04184T0	6	258.0	339.0	16.0	59.0
CNAG_04185T0	13	959.0	883.0	38.0	331.0
CNAG_04186T0	16	1487.0	1081.0	58.0	306.0
CNAG_04187T0	15	794.0	894.0	72.0	135.0
CNAG_04188T0	30	4044.0	1993.0	153.0	536.0
CNAG_04189T0	277	10964.0	18999.0	627.0	6074.0
CNAG_04190T0	85	2260.0	5575.0	194.0	1203.0
CNAG_04191T0	19	1245.0	881.0	59.0	164.0
CNAG_04192T0	70	1741.0	1218.0	203.0	264.0
CNAG_04193T0	18	1087.0	689.0	116.0	186.0
CNAG_04194T0	49	4136.0	3493.0	269.0	735.0
CNAG_04195T0	11	1572.0	388.0	68.0	85.0
CNAG_04196T0	55	4963.0	2783.0	307.0	524.0
CNAG_04197T0	61	2407.0	3247.0	114.0	798.0
CNAG_04198T0	28	1138.0	678.0	70.0	174.0
CNAG_04199T0	2	80.0	316.0	14.0	50.0
CNAG_04200T0	90	2795.0	5663.0	146.0	1781.0
CNAG_04201T0	5	114.0	438.0	22.0	61.0
CNAG_04202T0	63	2297.0	4829.0	94.0	1904.0
CNAG_04203T0	11	1021.0	419.0	72.0	87.0
CNAG_04204T0	4	309.0	258.0	31.0	37.0
CNAG_04205T0	20	593.0	1285.0	56.0	170.0
CNAG_04205T1	12	272.0	1054.0	32.0	128.0
CNAG_04206T0	58	8354.0	2603.0	279.0	786.0
CNAG_04207T0	22	847.0	1254.0	73.0	201.0
CNAG_04208T0	31	1855.0	2743.0	150.0	449.0
CNAG_04209T0	76	6721.0	4410.0	304.0	1127.0
CNAG_04210T0	137	1463.0	15267.0	129.0	5261.0
CNAG_04211T0	69	3920.0	5082.0	255.0	752.0
CNAG_04212T0	17	3441.0	784.0	232.0	146.0
CNAG_04213T0	22	537.0	1498.0	47.0	292.0
CNAG_04215T0	42	2600.0	2365.0	245.0	524.0
CNAG_04216T0	2	82.0	312.0	1.0	72.0
CNAG_04217T0	88	1457.0	9501.0	133.0	2668.0
CNAG_04218T0	2	247.0	156.0	18.0	22.0
CNAG_04219T0	62	7631.0	2275.0	507.0	498.0
CNAG_04219T1	47	5594.0	1773.0	382.0	429.0
CNAG_04220T0	9	838.0	1952.0	56.0	289.0
CNAG_04221T0	36	1714.0	1501.0	105.0	308.0
CNAG_04222T0	10	265.0	399.0	37.0	60.0
CNAG_04223T0	1	26.0	6.0	2.0	
CNAG_04224T0	19	536.0	1475.0	47.0	278.0
CNAG_04224T1	19	536.0	1475.0	47.0	278.0
CNAG_04225T0	2	34.0	286.0		56.0
CNAG_04226T0	21	1331.0	1787.0	116.0	404.0
CNAG_04226T1	16	1275.0	1376.0	105.0	291.0
CNAG_04227T0	14	247.0	580.0	45.0	117.0
CNAG_04228T0	3	159.0	344.0	17.0	64.0
CNAG_04229T0	13	469.0	622.0	36.0	165.0
CNAG_04230T0	24	865.0	1992.0	83.0	567.0
CNAG_04231T0	6	355.0	943.0	25.0	124.0
CNAG_04232T0	5	704.0	379.0	51.0	81.0
CNAG_04233T0	12	504.0	538.0	20.0	128.0
CNAG_04234T0	9	457.0	1064.0	38.0	224.0
CNAG_04235T0	3	542.0	330.0	72.0	44.0
CNAG_04236T0	26	1842.0	2065.0	195.0	314.0
CNAG_04237T0	14	1069.0	1761.0	103.0	338.0
CNAG_04238T0	3	255.0	213.0	18.0	51.0
CNAG_04239T0	10	242.0	503.0	22.0	74.0
CNAG_04240T0	8	213.0	491.0	27.0	125.0
CNAG_04241T0	26	926.0	2421.0	45.0	489.0
CNAG_04241T1	26	926.0	2421.0	45.0	489.0
CNAG_04242T0	8	182.0	634.0	20.0	110.0
CNAG_04243T0	10	541.0	829.0	44.0	163.0
CNAG_04244T0	34	848.0	3096.0	42.0	817.0
CNAG_04245T0	119	7165.0	1380.0	465.0	445.0
CNAG_04245T1	119	7165.0	1380.0	465.0	445.0
CNAG_04247T0	10	253.0	1010.0	31.0	171.0
CNAG_04248T0	27	1539.0	1302.0	86.0	351.0
CNAG_04252T0	14	750.0	721.0	28.0	153.0
CNAG_04253T0	13	800.0	1267.0	29.0	399.0
CNAG_04254T0	2	90.0	317.0	11.0	39.0
CNAG_04255T0	3	180.0	322.0	23.0	31.0
CNAG_04256T0	12	766.0	1785.0	43.0	445.0
CNAG_04257T0	53	5920.0	1387.0	334.0	359.0
CNAG_04258T0	9	544.0	390.0	37.0	75.0
CNAG_04259T0	19	1657.0	1516.0	132.0	197.0
CNAG_04260T0	15	1462.0	1133.0	111.0	216.0
CNAG_04261T0	1	161.0	318.0	23.0	50.0
CNAG_04262T0	4	183.0	393.0	12.0	65.0
CNAG_04262T1	4	150.0	357.0	10.0	57.0
CNAG_04263T0	4	294.0	274.0	27.0	32.0
CNAG_04264T0	19	1872.0	1152.0	94.0	326.0
CNAG_04265T0	43	3403.0	3476.0	161.0	903.0
CNAG_04266T0	10	811.0	732.0	72.0	97.0
CNAG_04267T0	18	637.0	1204.0	51.0	222.0
CNAG_04268T0	31	680.0	2241.0	28.0	538.0
CNAG_04269T0	77	2614.0	5169.0	111.0	1690.0
CNAG_04270T0	18	1638.0	1938.0	111.0	516.0
CNAG_04271T0	4	396.0	377.0	28.0	63.0
CNAG_04272T0	19	940.0	2697.0	83.0	528.0
CNAG_04273T0	29	2247.0	1816.0	196.0	371.0
CNAG_04274T0	1	345.0	85.0	13.0	15.0
CNAG_04275T0	24	946.0	2062.0	83.0	406.0
CNAG_04276T0	10	375.0	864.0	31.0	123.0
CNAG_04277T0	15	166.0	1238.0	19.0	219.0
CNAG_04278T0	10	244.0	878.0	31.0	125.0
CNAG_04279T0	22	1347.0	1162.0	97.0	217.0
CNAG_04281T0	14	1239.0	794.0	68.0	150.0
CNAG_04282T0	5	351.0	779.0	26.0	138.0
CNAG_04283T0	29	972.0	1659.0	66.0	354.0
CNAG_04283T1	29	972.0	1659.0	66.0	354.0
CNAG_04284T0	67	3443.0	4879.0	198.0	876.0
CNAG_04285T0	25	2819.0	2155.0	158.0	397.0
CNAG_04286T0	7	823.0	448.0	90.0	39.0
CNAG_04287T0	14	596.0	1207.0	78.0	153.0
CNAG_04288T0	13	1848.0	600.0	88.0	151.0
CNAG_04289T0	31	1365.0	1016.0	90.0	206.0
CNAG_04290T0	21	3269.0	851.0	341.0	154.0
CNAG_04291T0	65	3447.0	3835.0	148.0	908.0
CNAG_04292T0	14	1834.0	504.0	162.0	88.0
CNAG_04293T0	41	2297.0	4293.0	130.0	974.0
CNAG_04294T0	1	245.0	65.0	13.0	7.0
CNAG_04295T0	6	244.0	675.0	23.0	135.0
CNAG_04296T0	1	217.0	140.0	28.0	17.0
CNAG_04297T0	4	344.0	355.0	35.0	70.0
CNAG_04297T1	4	344.0	355.0	35.0	70.0
CNAG_04298T0	4	271.0	283.0	47.0	46.0
CNAG_04299T0	2	362.0	34.0	35.0	3.0
CNAG_04300T0	3	256.0	320.0	32.0	50.0
CNAG_04301T0	8	417.0	445.0	40.0	81.0
CNAG_04301T1	8	417.0	445.0	40.0	81.0
CNAG_04302T0	11	340.0	649.0	35.0	92.0
CNAG_04303T0	34	692.0	3107.0	69.0	467.0
CNAG_04304T0	68	4642.0	5175.0	418.0	1292.0
CNAG_04305T0	6	448.0	491.0	21.0	87.0
CNAG_04306T0	6	460.0	1314.0	48.0	206.0
CNAG_04307T0	19	547.0	1583.0	42.0	272.0
CNAG_04308T0	10	1086.0	799.0	66.0	110.0
CNAG_04310T0	18	1296.0	1047.0	79.0	193.0
CNAG_04311T0	3	218.0	283.0	23.0	51.0
CNAG_04312T0	42	2686.0	1166.0	183.0	258.0
CNAG_04313T0	10	585.0	1540.0	96.0	219.0
CNAG_04314T0	100	11238.0	7639.0	635.0	1922.0
CNAG_04314T1	87	10630.0	6055.0	581.0	1571.0
CNAG_04315T0	88	2888.0	8478.0	173.0	2005.0
CNAG_04316T0	65	2521.0	4660.0	150.0	1056.0
CNAG_04317T0	2	40.0	129.0	3.0	21.0
CNAG_04318T0	11	606.0	1176.0	60.0	201.0
CNAG_04319T0	7	427.0	165.0	21.0	26.0
CNAG_04320T0	23	1234.0	1728.0	95.0	300.0
CNAG_04321T0	35	2206.0	2621.0	122.0	476.0
CNAG_04322T0	220	33422.0	3466.0	863.0	1393.0
CNAG_04323T0	25	639.0	2776.0	68.0	496.0
CNAG_04324T0	7	228.0	1541.0	24.0	234.0
CNAG_04325T0	27	1394.0	1985.0	60.0	618.0
CNAG_04326T0	136	12034.0	7764.0	270.0	2622.0
CNAG_04327T0	192	5916.0	7779.0	369.0	1765.0
CNAG_04328T0	3	475.0	337.0	62.0	43.0
CNAG_04329T0	12	485.0	1194.0	40.0	187.0
CNAG_04330T0	1	9.0	19.0	4.0	9.0
CNAG_04331T0	3	46.0	203.0	2.0	66.0
CNAG_04332T0	6	842.0	555.0	104.0	99.0
CNAG_04333T0	1	29.0	181.0	3.0	42.0
CNAG_04334T0	14	1219.0	610.0	126.0	112.0
CNAG_04335T0	71	1190.0	5383.0	85.0	1054.0
CNAG_04336T0	12	608.0	1121.0	49.0	225.0
CNAG_04337T0	2	71.0	325.0	7.0	55.0
CNAG_04338T0	15	753.0	2264.0	46.0	420.0
CNAG_04339T0	42	1574.0	5076.0	131.0	924.0
CNAG_04339T1	42	1574.0	5076.0	131.0	924.0
CNAG_04340T0	14	918.0	1787.0	87.0	461.0
CNAG_04341T0	31	630.0	3191.0	56.0	528.0
CNAG_04342T0	1	78.0	418.0	4.0	76.0
CNAG_04344T0	4	364.0	303.0	36.0	57.0
CNAG_04345T0	40	821.0	3453.0	55.0	670.0
CNAG_04346T0	9	480.0	448.0	20.0	96.0
CNAG_04347T0	45	2774.0	1740.0	262.0	215.0
CNAG_04348T0	3	335.0	294.0	75.0	33.0
CNAG_04349T0	32	1516.0	3114.0	78.0	723.0
CNAG_04350T0	18	753.0	2718.0	52.0	480.0
CNAG_04350T1	18	753.0	2718.0	52.0	480.0
CNAG_04351T0	22	1289.0	1461.0	46.0	282.0
CNAG_04352T0	10	419.0	439.0	31.0	82.0
CNAG_04353T0	39	1739.0	2336.0	70.0	644.0
CNAG_04353T1	39	1739.0	2336.0	70.0	644.0
CNAG_04354T0	36	2588.0	551.0	86.0	139.0
CNAG_04355T0	3	261.0	76.0	19.0	12.0
CNAG_04356T0	11	298.0	201.0	42.0	49.0
CNAG_04357T0	1	31.0	71.0	3.0	13.0
CNAG_04358T0	14	946.0	1549.0	72.0	315.0
CNAG_04358T1	14	946.0	1549.0	72.0	315.0
CNAG_04359T0	30	1006.0	2899.0	54.0	697.0
CNAG_04360T0	2	560.0	456.0	66.0	64.0
CNAG_04361T0	154	9737.0	2738.0	320.0	914.0
CNAG_04362T0	41	3553.0	3010.0	213.0	560.0
CNAG_04363T0	1	49.0	149.0	2.0	28.0
CNAG_04364T0	71	3482.0	3838.0	170.0	936.0
CNAG_04365T0	13	406.0	725.0	51.0	120.0
CNAG_04366T0	6	1308.0	300.0	127.0	50.0
CNAG_04367T0	4	150.0	138.0	12.0	23.0
CNAG_04368T0	13	921.0	451.0	71.0	104.0
CNAG_04369T0	5	558.0	394.0	47.0	86.0
CNAG_04370T0	28	782.0	1129.0	95.0	200.0
CNAG_04371T0	18	852.0	1479.0	34.0	296.0
CNAG_04372T0	7	444.0	438.0	46.0	52.0
CNAG_04373T0	84	7057.0	1463.0	448.0	431.0
CNAG_04374T0	2	98.0	246.0	7.0	29.0
CNAG_04375T0	23	2378.0	317.0	171.0	69.0
CNAG_04376T0	7	429.0	220.0	54.0	41.0
CNAG_04377T0	55	2570.0	4256.0	152.0	757.0
CNAG_04378T0	33	6655.0	1720.0	531.0	391.0
CNAG_04379T0	16	1548.0	1196.0	95.0	257.0
CNAG_04380T0	33	1292.0	2316.0	92.0	404.0
CNAG_04380T1	22	1107.0	1615.0	76.0	275.0
CNAG_04381T0	42	1416.0	2592.0	71.0	487.0
CNAG_04382T0	17	791.0	1654.0	50.0	369.0
CNAG_04383T0	7	887.0	447.0	91.0	89.0
CNAG_04384T0	7	658.0	463.0	65.0	64.0
CNAG_04386T0	40	2992.0	2938.0	137.0	602.0
CNAG_04387T0	7	625.0	439.0	45.0	76.0
CNAG_04388T0	139	18042.0	5044.0	513.0	1644.0
CNAG_04389T0	3	435.0	151.0	46.0	29.0
CNAG_04392T0	9	326.0	746.0	27.0	144.0
CNAG_04393T0	36	1451.0	2501.0	91.0	441.0
CNAG_04394T0	2	57.0	136.0	7.0	17.0
CNAG_04395T0	6	249.0	200.0	31.0	29.0
CNAG_04396T0	3	158.0	296.0	14.0	43.0
CNAG_04397T0	16	1201.0	938.0	72.0	181.0
CNAG_04398T0	45	1434.0	4416.0	138.0	986.0
CNAG_04399T0	8	1325.0	254.0	73.0	48.0
CNAG_04400T0	16	1510.0	214.0	96.0	56.0
CNAG_04401T0	71	5197.0	3909.0	264.0	1103.0
CNAG_04402T0	33	1307.0	5033.0	175.0	1126.0
CNAG_04403T0	35	432.0	4799.0	80.0	752.0
CNAG_04404T0	1	33.0	277.0	6.0	35.0
CNAG_04404T1	1	33.0	277.0	6.0	35.0
CNAG_04405T0	7	1621.0	961.0	94.0	182.0
CNAG_04406T0	10	821.0	593.0	44.0	146.0
CNAG_04407T0	11	636.0	970.0	51.0	136.0
CNAG_04408T0	33	1737.0	3111.0	193.0	439.0
CNAG_04409T0	38	2430.0	2966.0	137.0	1200.0
CNAG_04410T0	4	253.0	644.0	13.0	172.0
CNAG_04411T0	6	603.0	570.0	35.0	104.0
CNAG_04412T0	8	445.0	809.0	42.0	160.0
CNAG_04414T0	38	621.0	3624.0	59.0	1016.0
CNAG_04415T0	2	40.0	131.0	4.0	32.0
CNAG_04416T0	1	57.0	56.0	7.0	9.0
CNAG_04417T0	56	1886.0	4689.0	108.0	1703.0
CNAG_04432T0	7	542.0	1717.0	46.0	259.0
CNAG_04433T0	94	2550.0	2918.0	188.0	633.0
CNAG_04434T0	12	601.0	701.0	45.0	144.0
CNAG_04436T0	5	360.0	686.0	35.0	85.0
CNAG_04437T0	5	883.0	536.0	57.0	90.0
CNAG_04437T1	5	883.0	536.0	57.0	90.0
CNAG_04438T0	24	1216.0	1100.0	73.0	210.0
CNAG_04439T0	82	5674.0	5902.0	311.0	1176.0
CNAG_04440T0	9	364.0	594.0	39.0	120.0
CNAG_04440T1	5	160.0	342.0	24.0	62.0
CNAG_04441T0	151	9439.0	4131.0	817.0	829.0
CNAG_04443T0	83	10670.0	3461.0	367.0	909.0
CNAG_04444T0	62	3212.0	2288.0	193.0	470.0
CNAG_04445T0	153	26382.0	8959.0	3593.0	1056.0
CNAG_04446T0	2	63.0	293.0	8.0	34.0
CNAG_04447T0	11	800.0	510.0	41.0	79.0
CNAG_04448T0	213	26856.0	6631.0	2905.0	1031.0
CNAG_04449T0	6	165.0	418.0	20.0	50.0
CNAG_04450T0	78	1439.0	6126.0	120.0	1949.0
CNAG_04451T0	6	391.0	930.0	24.0	157.0
CNAG_04452T0	4	781.0	236.0	81.0	51.0
CNAG_04453T0	13	757.0	231.0	35.0	85.0
CNAG_04454T0	3	311.0	51.0	27.0	15.0
CNAG_04455T0	7	341.0	439.0	21.0	73.0
CNAG_04456T0	10	429.0	696.0	35.0	121.0
CNAG_04457T0	2	63.0	87.0	4.0	13.0
CNAG_04458T0	13	309.0	1153.0	19.0	169.0
CNAG_04458T1	13	309.0	1153.0	19.0	169.0
CNAG_04459T0	11	512.0	1088.0	19.0	139.0
CNAG_04460T0	21	1797.0	1437.0	157.0	205.0
CNAG_04461T0	6	58.0	555.0	11.0	95.0
CNAG_04462T0	12	376.0	966.0	26.0	214.0
CNAG_04463T0	3	253.0	384.0	17.0	73.0
CNAG_04465T0	30	2170.0	1022.0	153.0	200.0
CNAG_04465T1	30	2170.0	1022.0	153.0	200.0
CNAG_04466T0	9	301.0	314.0	19.0	55.0
CNAG_04467T0	30	1062.0	1849.0	39.0	770.0
CNAG_04468T0	3	281.0	903.0	26.0	177.0
CNAG_04468T1	3	273.0	814.0	23.0	161.0
CNAG_04469T0	3	34.0	137.0	4.0	19.0
CNAG_04470T0	1	135.0	244.0	12.0	54.0
CNAG_04471T0	1	94.0	322.0	3.0	79.0
CNAG_04472T0	1	28.0	98.0	5.0	14.0
CNAG_04473T0	28	540.0	3683.0	52.0	620.0
CNAG_04474T0	5	40.0	230.0	6.0	35.0
CNAG_04475T0	42	3272.0	2335.0	257.0	622.0
